rank	split_69001	split_69002	split_69003	split_69004	split_69005
1619	__Timm23	__Mrpl12	CHMP4A	__Rrm1	RLF
1620	FANCI	EIF1AY	VPS13B	__Cast	CAST
1621	__Rnf169	BDP1	CTSC	__Map4k4	AIP
1622	ILF3	EIF4A2	HELLS	CD28	KPNA2
1623	ASCC3	__Emc10	__Cd3e	__Zeb1	RBIS
1624	__Nars	__Map2k2	__Dbnl	HCLS1	UQCRFS1
1625	DNAJC8	HERC4	__Tspan32	RNPS1	RPA3
1626	__Ppp2r5c	__Thoc7	CD4	HSPB1	SCAF11
1627	CEP57	__Babam2	PALM2-AKAP2	TPRG1	__Ighm
1628	ANKH	__Fam172a	__Malt1	__Spcs1	AFF1
1629	__Eva1b	VKORC1	PIH1D1	__Gpr132	CLTC
1630	__Arid1a	__Lrrfip1	__Rex1bd	SF1	EIF6
1631	CCDC12	__Rfx7	__Arid1a	HNRNPF	__Neil3
1632	UQCC2	__AA467197	AKAP9	IL2RB	RILPL2
1633	SEMA4D	__Lonp1	__Dazap1	__Arf1	__Phf20l1
1634	RBM25	__Uqcrc2	SCAPER	__Tespa1	CLNS1A
1635	__Acbd6	PKIA	__Cdk4	__Wwox	__Ago2
1636	__Eprs	SLC38A2	PPP1R7	__Stt3b	FRYL
1637	NFATC2	__Smc6	UBE2K	TNFSF14	PPP2R1A
1638	SCAPER	IDH2	ACBD6	__Romo1	HADHA
1639	__Nt5c	__Ppp1r14b	ANKHD1	MRPL57	LMAN2
1640	ANKHD1	DIAPH1	OGT	__Pan3	__Saraf
1641	HERC4	ATAD2	__Acbd6	EIF1AX	TMEM59
1642	__Nasp	__Eprs	HIVEP3	POLR1D	__Ncoa7
1643	GCHFR	__Gng2	__Pnrc1	__Klk8	SMG1
1644	AP2B1	__Ash1l	__Vamp8	__Tbl1x	__Mgst2
1645	__Lrrfip1	VTI1A	__Mrpl12	__Rnf169	PPP4C
1646	__Uqcc2	__Uqcc2	__Etfb	TNFRSF14	ABRACL
1647	DIAPH1	NFATC2	__Smc3	__Plekha2	ANKHD1
1648	CXCR4	BTBD9	PAN3	SLFN12L	__AA467197
1649	__Ube2d2a	KDM2A	GCHFR	__Mrpl12	__Nudt21
1650	__Hdac1	__Hmgcr	GMDS	FAM153CP	__Klk8
1651	OGA	__Tsc22d4	CLNS1A	__Tut4	SAT1
1652	CD4	__Klk8	__Supt4a	__Myo1g	NPEPPS
1653	BDP1	PHGDH	PPP2R1A	__Actr2	__Diaph1
1654	__Zc3h15	MAP2K1	BUD23	__Map1lc3b	RFX7
1655	__Fam172a	ANKH	__Rnf169	UTY	__Rgs10
1656	__Etfb	TAOK3	RILPL2	__Acbd6	SPIDR
1657	__Hmgcr	CD4	PCED1B-AS1	NSA2	__Ddx6
1658	__Thoc7	__Hdac1	__Nasp	__Prkcq	BIRC5
1659	__Sra1	__Ube2d2a	__Mrpl54	__Mier1	RCSD1
1660	ACTN4	RPA3	__Etv6	JAK3	HDLBP
1661	__Txnl1	RBIS	TRAP1	YARS	RGCC
1662	DDX39A	__Bptf	__Tomm22	__Dnajc2	RTN4
1663	__Esd	HSPB11	__Pde4d	__1810026B05Rik	POLR1D
1664	JMJD1C	__Brd4	PRMT2	__Csnk2a1	TXNIP
1665	__Psma6	__Pdap1	__Ube2d2a	BUD31	__Acbd6
1666	__Smc6	__Khdrbs1	NUDT21	PCMT1	__Snrpc
1667	AKR1A1	SCAF11	SRI	__Rsrp1	MIS18BP1
1668	PCNP	PCNP	__Nedd9	__Nasp	PSMD14
1669	HAX1	__Fkbp4	CAST	RAB7A	__Pnrc1
1670	__Myo6	PTBP1	__Pdcd5	EML4	VPS13B
1671	SCAF11	__Ppp2r5c	RCSD1	ELOC	IL7R
1672	__Mxi1	__Ywhaz	__Gm26917	__Uba1	__Ccng1
1673	MAP2K1	__Rbbp4	ABRACL	PFKFB4	SIVA1
1674	MRPS12	KARS	CENPE	__Fbxl17	CCT2
1675	KDM2A	__Arl4c	__Dnajc7	MRPL41	SCAPER
1676	KARS	NOSIP	__Rsrp1	GPBP1	RPN2
1677	HNRNPA3	__Timm23	ANP32A	__H2-Q6	TAOK3
1678	CAPG	PAIP2	HELZ	PPP1R16B	__Mrps24
1679	TAOK3	SFPQ	__Rad21	NAA38	SUPT16H
1680	__Ash1l	OGA	SPIDR	BLOC1S1	DNAJA1
1681	__Trip12	MT3	EIF6	PALM2-AKAP2	BLVRB
1682	SFPQ	MIS18BP1	__Chd3	DDX18	__Rsrp1
1683	__Usp3	__Nasp	AIP	GLG1	__Nup210
1684	CLNS1A	__Rwdd1	TAOK3	STAT4	ANGPTL4
1685	NIBAN1	__Tmem134	__Pds5a	CD63	CTSC
1686	SAE1	__Atf4	ABLIM1	__Cnot6l	PAN3
1687	ZC3H15	PUM2	SSNA1	__Tmem234	__Ndufs3
1688	BTBD9	CCDC12	__Romo1	__Sec11a	EIF4G3
1689	CMSS1	TPRG1	HDLBP	MAP2K1	GCHFR
1690	__Cndp2	MICOS13	NCOA2	__Cnot4	__Babam2
1691	ATAD2	PPP6R3	PSMD14	PCLAF	ZNF207
1692	__Rwdd1	OSBPL3	AKR1A1	AURKB	ITGB2
1693	ZNF282	SEMA4D	AP2B1	__Smc1a	__Ash1l
1694	HELLS	PDE7A	__Diaph1	RNASET2	__Cdk4
1695	RNH1	__Trip12	TAP1	CLEC2B	GMDS
1696	__Brd4	CXCR4	CLTA	RBM6	CLTA
1697	BLVRB	__Aopep	TPRG1	__Dgkd	__Dip2b
1698	MAST4	JMJD1C	SEC11C	WDR1	PACS1
1699	TPRG1	HAX1	PACS1	__Ppp3ca	MICOS13
1700	__Rgs10	TRIM28	GNB2	CSK	SRI
1701	__Arl4c	__Hprt	BLOC1S1	__Sarnp	__Nasp
1702	HSPB11	PSMD13	__Dip2b	ANKHD1	__Mrps21
1703	PTBP1	__Acbd6	STIP1	XYLT1	__Vamp8
1704	RAPGEF6	SAE1	USP15	BACH1	AP2B1
1705	VTI1A	__Nt5c	__Sarnp	TNIK	DNMT1
1706	__Rhog	GLS	YARS	CHCHD10	NCOA2
1707	__Cmss1	ARID1B	SATB1-AS1	MAP2K3	PAIP2
1708	PSMA5	ZC3H15	__Batf3	CYLD	__Pds5a
1709	PAIP2	__Txnl1	PSMA3	PSMD7	YARS
1710	__Puf60	ZC3HAV1	EIF4G3	C11orf58	AP2M1
1711	PSMA3	CAPG	HADHA	PMF1	__Mthfd2
1712	__Gng2	__U2surp	__Foxo1	__Got2	__Hprt
1713	__Taf1d	MAST4	NUP58	__Ccdc12	HIVEP3
1714	__Ahcyl2	__Myo6	RTN4	SARNP	__Cog5
1715	__Eif3g	__Nop56	__Lars2	__Abcf1	OGT
1716	MIS18BP1	PTPN1	LRRC8C	GCHFR	__Ppp2r5c
1717	__Nop56	CLNS1A	__Ncoa7	NDUFS8	__Arl4c
1718	PSMD13	__Sra1	TCF12	PSMB7	PITPNC1
1719	__Ywhaz	__Rhog	RPN2	TXNIP	__Grk2
1720	SELENOK	__Exosc8	ZMYM2	ZFR	__Tespa1
1721	__Pdap1	__Rsrp1	PIN1	__Emg1	__Pdcd5
1722	__Rsrp1	__Sp100	__Ash1l	__Eif4g1	__Madd
1723	__Vamp8	ITGB2	__Psma1	__Peli1	TUT4
1724	__Rbbp4	GCHFR	BLVRB	__Fkbp8	__Ddb1
1725	__Sp100	PIN1	__Ndufs3	IKBKB	__Uba1
1726	ROCK1	ARF6	__Mrps24	__Def6	__Malt1
1727	__Setx	__Il21r	__Cog5	TAOK3	PPIG
1728	ZC3HAV1	RNH1	MRPL23	PCED1B-AS1	__Mrpl54
1729	__Zfp706	PIK3CD	__Arhgef1	__Apobec3	__Sec11a
1730	__Tspan32	DDX39A	__Nop10	POLD2	UBE2K
1731	MICOS13	__Cd3e	MT1E	MAL	__Rex1bd
1732	ARID1B	HNRNPA3	__Madd	__Srgap2	ZNF609
1733	__Rfx7	NIBAN1	__Cmip	PIP4K2A	__Foxo1
1734	CSF2	__Hcst	__Ccng1	NDUFB9	TAP1
1735	RPA3	__Puf60	RAB7A	__Spc24	__Ube2d2a
1736	RILPL2	TANK	__Pabpn1	__Cct6a	__Supt4a
1737	__Bptf	__Zfp706	MRPS5	KIF5B	__Tfrc
1738	__Mthfd1l	SELENOK	SUPT16H	__Ube2d2a	PTPN6
1739	__Hprt	__Ahcyl2	__Ube3a	__Siva1	__Scaf11
1740	ADRM1	__Eva1b	__Eif3b	FBXW7	PCMT1
1741	__U2surp	__Eif3g	__Mrpl57	__Caprin1	MRPS12
1742	__Ptbp3	CTSC	ASCC3	TXNRD1	RXRA
1743	SSNA1	__Ptbp3	__Mllt10	UQCRQ	__Dennd5a
1744	PUM2	__Nek7	MT3	SEC11A	MAP2K1
1745	__Ndufa10	__Nedd9	__Hdlbp	MTHFD1L	THRAP3
1746	__Exosc8	__Sarnp	SCAF11	NRDC	__Ncoa2
1747	PDE7A	__Psma6	EIF4G2	KDM4C	__Zfp292
1748	__Odc1	MYCBP2	__Babam2	CBX5	__Psma1
1749	PIK3CD	PCM1	IGF2R	__Dnaja2	__Khdrbs1
1750	__Nedd9	KANSL1	ACAT2	__Npepps	USP15
1751	SLC38A2	__Etfb	__Tmem256	IARS	CD4
1752	__Il21r	CD47	NAA38	__Aopep	__Mllt10
1753	__Pkn1	__Hnrnpdl	CTLA4	__Pum2	__Myo6
1754	ITGB2	PSMA3	HIF1A	KPNA2	RAB7A
1755	__Nans	__Msi2	__Tbca	__Chd3	ITGB7
1756	RBIS	__Znrf3	__Tfrc	__Fli1	XPO1
1757	__Hnrnpdl	__Esd	__Brd4	__Ppp2ca	__Atxn7l1
1758	__Mycbp2	NOP56	__Uba1	MVD	__Ssh2
1759	OSBPL3	__Scaf11	UBE2R2	SCAF11	__Tbc1d1
1760	__Sec11a	RILPL2	CMSS1	BIRC5	FAM207A
1761	PPP6R3	AKR1A1	PTBP1	__Csrp1	LRRC8C
1762	ASXL1	PUM1	__Ncoa2	__Ass1	HELZ
1763	CTSC	__Rgs10	CSF2	__Ier3ip1	__Bptf
1764	MLF2	YARS	__Tbc1d1	__Psap	FEN1
1765	__Scaf11	PSMD14	__Ago2	DYNLT1	__Hist1h1e
1766	__Uba1	HADHA	RSF1	FXR1	__Znrf3
1767	GLS	BLVRB	MIS18BP1	__Gprin3	TCF12
1768	__Ndufa1	__Dnajb1	CAMK1	SUZ12	EIF4G2
1769	__Tsc22d4	__Sfpq	__Sh3glb1	MCTP2	ZNF706
1770	__Lpp	MLF2	HDGF	SNRPC	ATP6V0E1
1771	__Mrpl54	ELL2	PTPN6	__Gpx1	__Rad21
1772	NOP56	ADRM1	__Nup210	SEC11C	__Tsc22d4
1773	__Nek7	ASXL1	__Ppp2r5c	__H13	__Ube2m
1774	CD47	__Tspan32	PCLAF	__Fkbp3	UBE2R2
1775	PSMB4	__Mrpl57	__Atxn7l1	LINC01578	CAMK1
1776	UQCRC2	PCED1B-AS1	HPCAL1	PFKL	__Eif4a2
1777	PSMD14	__Snrpc	__Eif4b	__Cops9	__Lonp1
1778	__Dnajb1	__Acly	__Arpc5l	KAT2B	AURKB
1779	BUD23	__Vamp8	SIVA1	TECR	__Ldlr
1780	GTF3A	USP48	PTPN1	TXNDC17	ATAD2
1781	TRAP1	__Nudt21	__Timm10b	__Trir	__Sarnp
1782	ARF6	ROCK1	UQCRFS1	CD4	__Ndufa1
1783	PTPN1	RTN4	ATAD2	__Ash1l	__Smc1a
1784	HADHA	ZNF282	__Atf4	AP2B1	__Rhoh
1785	__Acly	__Mycbp2	__Khdrbs1	LDLRAD4	__Itih5
1786	MYCBP2	__Ndufa10	ZNF706	ATP5PB	__Cndp2
1787	FAM207A	__Odc1	__Cndp2	__Ube2h	RNASET2
1788	PIH1D1	__Lpp	POU2F2	__Ssb	ROCK1
1789	__Sarnp	TMOD3	FANCI	MIS18BP1	__Evl
1790	ZNF148	PIM2	__Cycs	NSMCE2	CHCHD10
1791	YARS	MRPS12	DNMT1	__Mcl1	__Tomm22
1792	__Dbnl	ZNF148	ANGPTL4	HDLBP	__Eif4b
1793	ELL2	SSNA1	__Ddb1	ERH	NIBAN1
1794	__Rhoh	RTF1	__Evl	UBE2K	ANXA2
1795	__Znrf3	GTF3A	__Grk2	__Cndp2	BLOC1S1
1796	__Bcap31	__Mrpl54	__Sec11a	ZDHHC14	__Ggnbp2
1797	KCNN4	__Dip2b	ATP6V0E1	ACP1	__Zfp608
1798	BLOC1S1	__Nans	CHCHD10	__Mrpl57	__Atf4
1799	__Sfpq	__Cndp2	__Cwc15	RCSD1	__Abcf1
1800	ACAT2	__Timm10b	LMAN2	PTPRA	GRB2
1801	__Arpc5l	BLOC1S1	__Mthfd2	__Cd3e	__Brd4
1802	__Mrpl57	__Mrps21	__Bptf	ARID2	TRIM28
1803	__Nudt21	__Dazap1	__Lonp1	SCAPER	HDGF
1804	MT3	NDUFA12	__Stag1	MTPN	__Map1lc3b
1805	PIM2	__Sh3glb1	__Tespa1	__Ak2	PTPN1
1806	CDK2AP2	SRM	HNRNPAB	__Pcyt2	ABLIM1
1807	TANK	__Adamts6	PCMT1	__Arpc5l	HIF1A
1808	RTN4	AOAH	BUD31	HIPK2	__Nek7
1809	__Arih1	PSMA5	ZNF609	AK2	__Hcst
1810	EIF6	__Pkn1	IL7R	TRPM7	__Arpc5l
1811	__Hspa4	__Mthfd1l	__Ssh2	__Cd28	__Mthfd1l
1812	PRMT2	UQCRC2	MAL	ZNF207	RBM3
1813	GRK2	PIH1D1	TRIM28	MXI1	CMSS1
1814	PCED1B-AS1	CDK2AP2	SRP9	CEP192	__Ccdc12
1815	CHMP4A	ICOS	__Aopep	__Elf1	KIF5B
1816	NDUFA12	ZNF638	__Itih5	ARF6	POU2F2
1817	SRP9	__Uba1	COP1	NPEPPS	__H2-T23
1818	__Snrpc	TPX2	LRRC8B	__Rex1bd	__Cwc15
1819	SUMO1	__Arih1	__Ndufs4	__Batf3	SQLE
1820	PUM1	BUD23	__Uqcrb	__Mrpl23	FYB1
1821	RTF1	RAB7A	KDM2A	__Mrps24	HCLS1
1822	__Ndufs3	__Arpc5l	HCLS1	__Il2rg	AOAH
1823	__H2-T23	__Dbnl	HNRNPF	__Tnks2	__Pdia6
1824	SIVA1	PRMT2	__Spcs1	GRB2	CSF2
1825	__Dazap1	__Bcap31	XPO1	CSF2	__Elf1
1826	__Ap2m1	RBM17	__Rhog	RBMX	PTBP1
1827	__Pdcd5	__Tespa1	__Rhoh	__Stc2	ADAM8
1828	CHCHD10	SCD	FEN1	SQLE	__Ndufs4
1829	__Tmed2	__Tmed2	__Irf8	__Eif3e	ZMYM2
1830	ICOS	__Rhoh	CCT2	__H2-T22	__Arhgef1
1831	__Fut8	ACAT2	RAPGEF6	__Pnrc1	__Pgm1
1832	CLTA	CHMP4A	PITPNC1	IL4R	DIAPH1
1833	__Pgm1	CLTA	STK24	DDX39B	__Mxi1
1834	__Erp29	KCNN4	PCM1	GNAQ	NUDT21
1835	RAB7A	SMC3	__Hnrnpdl	__Sh3glb1	PNRC1
1836	__Hcst	__Usp34	AP2M1	__Csde1	__H1f0
1837	TMOD3	TRAP1	__Ccdc12	__Gimap6	MAST4
1838	PCM1	__Sec11a	RBM3	__Smg6	SEC62
1839	NFAT5	PSMB4	CDT1	SNRNP70	NUP58
1840	__Cd3e	__Ap2m1	SMARCC1	CAST	__Ppp3ca
1841	__Tespa1	NFAT5	CD47	__Selenok	__Mrpl57
1842	KANSL1	__Fut8	PFKL	PTEN	__Cct6a
1843	CENPM	SUMO1	__Ewsr1	__Eif3b	HNRNPA3
1844	__Hnrnpa0	DDX46	PUM1	PTPN1	HELLS
1845	AOAH	__Pdcd5	__Ube2m	__Ezr	TNFSF14
1846	__Cmip	__Cmip	__Esd	CXCL8	__Arid1b
1847	TMEM59	__Ndufs3	OGA	MRPL4	CENPM
1848	RSF1	__Wdr1	__Scaf11	SARS	SMARCC1
1849	USP48	__Zfp608	__Gng2	FAM207A	UBE2L3
1850	__Rnasek	PPP2R5C	__Trir	__Malt1	__Cyp51
1851	__Dip2b	__Cdc25b	PDS5A	__Huwe1	DPYD
1852	__Sh3glb1	SUPT16H	FYB1	SMC2	MAL
1853	__Adamts6	__Glud1	TXNL4A	__Znrf3	LIMS1
1854	ZNF638	__Rnasek	__Znrf3	TOMM5	SEMA4D
1855	BIRC5	TMEM59	ZBTB20	ALDOC	GOLGA4
1856	__Wdr1	CLASP1	ITGB7	__Supt4a	SSRP1
1857	DDX46	SIVA1	AOAH	__Zfp608	TXNL4A
1858	__Msi2	NFKB1	__Zfp292	RBM26	ASCC3
1859	__Glud1	STIP1	FAF1	RALY	CCNB1
1860	TPX2	LIMS1	DPYD	__Babam2	__Cycs
1861	SCD	RSF1	__Map1lc3b	CDK19	__Dnajc8
1862	__Myh9	__Cradd	MRPS12	NONO	BUD31
1863	CCNB1	__Elf1	RXRA	MFHAS1	__Sh3glb1
1864	__Ighm	GPHN	CENPP	LSM3	SNRPB2
1865	__Ndufa8	PCMT1	KCNQ5	FBXO11	PCM1
1866	STIP1	CCSER2	__Elf1	__Tbca	PCED1B-AS1
1867	__Usp34	RSRC2	SFPQ	__Mdm4	P2RY8
1868	__Cradd	NAA38	NONO	CCT6A	DYNLT1
1869	__Fam173a	AKAP9	DYNLT1	__Mtmr3	HPCAL1
1870	TNFRSF8	__H2-T23	RNASET2	FLOT1	MVD
1871	__Cdc25b	GOLGA4	__Nek7	ACBD6	FANCI
1872	PCMT1	__Myh9	PSMA5	NR3C1	LRRC8B
1873	SMC3	__Ndufa8	__Cyp51	__Scaf11	__Hspa9
1874	MED10	EIF6	MANF	__Ago2	BATF3
1875	P2RY8	P2RY8	__Rad50	CLTC	SRP9
1876	KPNA2	STK4	DIAPH1	METAP2	ANKH
1877	ABRACL	__Pdcd4	SNRNP70	HIVEP3	NAA38
1878	LIMS1	PPP4C	__Csrp1	__Chmp4b	PFKL
1879	__Mrps21	__Jmjd1c	TFRC	MRPS12	PSMA5
1880	__Timm10b	CHCHD10	DNAJA1	VCP	PRR13
1881	EIF3B	__Fkbp2	__Mxi1	__Rhoh	__Esd
1882	__Lamtor4	ADAM8	__Ggnbp2	PCBP2	CTLA4
1883	__Zfp608	__Ighm	SEMA4D	RRP7A	TECR
1884	UBXN1	TNFRSF8	ANXA2	NUDC	PUM1
1885	PPP2R5C	CELF1	CELF1	__Aldoc	__Mycbp2
1886	RBM17	SYNCRIP	PKIA	SLC1A5	KDM2A
1887	__Hspa9	TSPAN5	__Mrpl23	__Khdrbs1	__Pkn1
1888	STK4	ATRX	__Ndufa12	AOAH	MT1X
1889	__Tomm22	MED10	__Acly	__Ppp2r5c	STK24
1890	__Jmjd1c	NDFIP2	FAM207A	TXN2	COP1
1891	TAP1	SRP9	SNRPB2	__Brd4	NFATC2
1892	NFKB1	ELF1	__Pdia6	__Brk1	__Cradd
1893	SIK3	__Kbtbd11	ANKH	GOLGA4	__Lpp
1894	ANGPTL4	CAPZA1	MRPL57	__Tnrc6c	__Psmc3
1895	__Gmnn	ABRACL	HNRNPA3	HCST	MRPL4
1896	__Fkbp2	NUDT21	PIK3CD	HELLS	CD63
1897	__Gnb1	__Pgm1	TECR	PNRC1	SEPTIN1
1898	__Elf1	__Hp1bp3	NFATC2	EZR	__Def6
1899	GOLGA4	__Gmnn	SCD	__Psenen	ELF1
1900	GRB2	CENPM	CENPM	TUT4	EZR
1901	__Hp1bp3	__Romo1	__Usp3	TRA2B	__Ewsr1
1902	PPP4C	__Arhgef1	VTI1A	__Cyc1	__Sp110
1903	__Aak1	TAP1	__Gmnn	__Ncoa3	KCNQ5
1904	NUDT21	__Tomm22	__Cct6a	PLP2	PDS5A
1905	__Kbtbd11	__Hspa9	MICOS10	PDCD5	__Hnrnpdl
1906	__Chmp4b	TBL1XR1	LIMS1	__Ssrp1	MRPL41
1907	ELF1	KMT2A	__Slc9a3r1	GDI2	FAF1
1908	PPP1R7	UBXN1	__Ndufb3	__Dapl1	ARF6
1909	__Psma1	__Iqgap2	STT3B	__Hmgn2	__Stag1
1910	CLASP1	SQLE	NDFIP2	RLF	RRP7A
1911	SFI1	__Lamtor4	__Ppp3ca	__Racgap1	OGA
1912	AKAP9	SFI1	__Pdcd4	SMAD3	__Snd1
1913	SUPT16H	MRPS5	__Ezr	__Grap	PCLAF
1914	CCSER2	__Hspa4	ELF1	SPIDR	__Rap1gds1
1915	EXT1	BPTF	__H2-T22	__Picalm	__Ak2
1916	RSRC2	GRB2	TMEM65	PSMA4	HNRNPF
1917	INSIG2	EXT1	__Fkbp8	__Bptf	MANF
1918	TSPAN5	FAM207A	MRPL4	__Rad50	__Chmp4b
1919	LONP1	RGCC	__Ywhaz	TRAF3IP3	__Aak1
1920	MRPS5	DLEU2	__Lamtor4	LIMS1	__Fam172a
1921	BPTF	__Iqgap1	SEC62	__Phf20l1	ZBTB20
1922	ADAM8	PCLAF	__Arid1b	__Pgm1	__Spcs1
1923	PFKL	BIRC5	ROCK1	SRP9	MFHAS1
1924	ATP6V0E1	GNL3	__Psap	UBE2M	VTI1A
1925	SYNCRIP	__Fam173a	__Dnajc8	__Kif5b	SFPQ
1926	GPHN	__Cmss1	GRB2	EED	CCDC167
1927	__Ccdc12	KPNA2	GOLGA4	__Lamtor4	NDUFS8
1928	RGCC	SAT1	TANK	__Nek7	__Ezr
1929	RPN2	__Mbd5	CCSER2	NUSAP1	__Srpk1
1930	SRPK2	__Aak1	MRPL41	NFIL3	__Fam173a
1931	NDFIP2	SIK3	__Ldlr	__Ccni	__Slc9a3r1
1932	__Iqgap1	INSIG2	EED	CENPM	__Acly
1933	SAT1	__Mthfd2	__Zfp608	__Cdk1	JMJD1C
1934	__Mthfd2	CSF2	PDE7A	__Ube3a	__Psap
1935	NAA38	__Ankrd17	__Chmp4b	__Mtch1	TFRC
1936	ATRX	__Rtn3	__Eif4g2	ILF2	__Lamtor4
1937	MAL	__Smc3	MAP2K3	CDT1	STK4
1938	__Arhgef1	__Psma1	LAMTOR2	__Diaph1	CD47
1939	UQCRFS1	PHIP	__Dennd5a	IL1RAP	TMEM65
1940	SQLE	RAB11A	__Emg1	__Uqcrfs1	__Cyc1
1941	MRPL4	MAL	PPIG	STAT5A	__Myl12b
1942	RAB11A	CAMK1	__Apobec3	__Cct3	__Fkbp8
1943	__Lrrc8c	SLC7A5	__Smc1a	CARHSP1	LAMTOR2
1944	CAMK1	SRPK2	__Fam172a	__Cd81	IGF2R
1945	__Dnajc7	FARS2	PPP6R3	__Bub3	NONO
1946	FEN1	__Dnajc7	TXNDC17	PUM1	CENPP
1947	__Ankrd17	__Lrrc8c	EZR	UTRN	TXN2
1948	PAK2	PFKL	SARNP	AFF1	__Ndufa12
1949	KMT2A	ZRANB2	P2RY8	AC016831.7	__Rhog
1950	__Ndrg2	SFMBT2	__Suz12	__Larp1	__H13
1951	__Smc3	PAK2	__Hist1h1e	__Ccng1	PTGIR
1952	FARS2	CEP85L	PRR13	__Lig1	RAPGEF6
1953	__Cct6a	__Eif4a2	__Pgm1	__Ndufc1	__Eif4g2
1954	DYNLT1	PPP1R7	MAST4	__Hdlbp	__Gng2
1955	RNASET2	__Ndrg2	DDX39B	__Timm10b	MRPL57
1956	CAPZA1	ATP6V0E1	NDUFS8	__Grhpr	TMOD3
1957	__Iqgap2	ANGPTL4	JMJD1C	PTBP1	__Usp3
1958	__Rtn3	UQCRFS1	__Fam173a	LRRC8C	PIK3CD
1959	GNL3	NONO	EWSR1	ATAD2	PKIA
1960	__Srpk1	RPN2	__Hspa9	ABLIM1	__Hspa4
1961	__Pdcd4	EIF3B	__Pkn1	SMG1	TSPAN5
1962	TBL1XR1	MAP4	BIRC5	__Ddx6	__Cd3e
1963	__Map1lc3b	__Gnb1	RAB11A	__Atf4	__Uqcrb
1964	NONO	__Gphn	__Klf2	U2SURP	STT3B
1965	STK10	__Chmp4b	SLC43A3	ELF1	__Trir
1966	EZR	__Prc1	__Rap1gds1	__Ier2	__Ier2
1967	BUD31	__Srpk1	HERC4	FRYL	__Mrpl23
1968	PTPN6	HCLS1	__Lpp	__Fam173a	__Odc1
1969	__Abcf1	FEN1	SQLE	__Nhp2	SYNCRIP
1970	CELF1	DYNLT1	__Cradd	__Mllt10	CCSER2
1971	HCLS1	JAK1	UBE2L3	NDUFB2	TRA2B
1972	PPP2R1A	EZR	TSPAN5	__Hnrnpdl	USP48
1973	__Eif4a2	MAF	__Ndufb1-ps	__Etv6	__Nop10
1974	__Ndufs4	RNASET2	NIBAN1	CELF1	CARHSP1
1975	EED	HP1BP3	__H1f0	SRSF9	HNRNPAB
1976	DLEU2	__Ndufb3	MVD	RFX7	__Hmgcr
1977	PCLAF	__Tbca	CCDC167	PCM1	__Timm10b
1978	BABAM2	EED	__Abcf1	NCOR1	__Csrp1
1979	UBR5	__Pcgf5	__Lbr	__Ywhah	__Myh9
1980	TECR	__Ccdc12	TMOD3	MRPS24	RAB11A
1981	MRPL23	__Map1lc3b	__Cdk1	__Ncoa7	__Stc2
1982	__Trir	GRK2	__Odc1	__Dennd1a	__Zcchc7
1983	SFMBT2	MRPL4	PSMB4	BRK1	TXNDC17
1984	__Cyc1	NGLY1	CAPZA1	USP15	__Mrpl18
1985	JAK1	FYB1	STK4	RNF181	CELF1
1986	DNAJA1	__Sec62	CARHSP1	__Arid5b	EED
1987	HP1BP3	__Eif5b	MYCBP2	GMDS	__Pcyt2
1988	SRI	BUD31	ICOS	__Rad21	__Apobec3
1989	ZNF706	PPP2R1A	__Rer1	__Fermt3	__Pcx
1990	AIP	__Erp29	__Hmgcr	__Lonp1	BTBD9
1991	NGLY1	MED13L	SEPTIN1	__Pde4d	PDE7A
1992	SLC7A5	__Ezr	USP48	SNRPA1	__Eif6
1993	__Mrpl23	ANP32A	__Mycbp2	EPRS	SRPK2
1994	__Prc1	__Mrpl23	__Setx	BHLHE40	POLD2
1995	CCT2	__Trir	CLASP1	TRIM28	EPRS
1996	CARHSP1	__Smc1a	__Mthfd1l	__Hspa9	CCT6A
1997	__Eif6	__Abcf1	__Cyc1	HNRNPR	FLOT1
1998	SSR3	TCEA1	MFHAS1	CHSY1	__Romo1
1999	__Ier2	AIP	PHIP	__Llph	__Nras
2000	__Ezr	DNAJA1	__Mrpl18	YWHAQ	MPHOSPH8
2001	__Gphn	PAFAH1B1	ACP1	__Rrp1	__Gmnn
2002	__Spcs1	PTPN6	UBE2F	__Anapc11	TANK
2003	__Smc1a	__Nop10	__Selenok	__Eif6	NDFIP2
2004	HPCAL1	SRI	__Snd1	PFKP	INSIG2
2005	ANP32A	P4HA1	ATRX	ROCK1	GDI2
2006	__Mbd5	RAB8B	INSIG2	CD5	__Ahcyl2
2007	MAP4	__Arf3	THRAP3	NCK2	__Tmem256
2008	__Pcgf5	TECR	SLAMF1	YEATS2	SMC2
2009	ITGB7	__Nktr	__Gpx1	SLC43A3	MYCBP2
2010	__Arf3	HPCAL1	__Msi2	PSMC3	__Lbr
2011	SNRNP70	STK10	__Psmc3	CMSS1	ICOS
2012	PAFAH1B1	__Cct6a	ZC3HAV1	__Rab8b	ZNF148
2013	__Ppp3ca	ZNF706	__Kbtbd11	__Mrpl33	NCOR1
2014	__Gadd45gip1	RPS6KA5	TRA2B	__Eif4b	__Suz12
2015	__Rer1	__Ppp3ca	SFI1	__Sin3b	LONP1
2016	ZRANB2	__Ndufs4	BTBD9	__Cog5	SNRNP70
2017	__Fasn	__Arhgef3	__H13	SH2D2A	__Emg1
2018	UBE2F	DNMT1	HNRNPA0	XPO1	UBE2F
2019	__Eif5b	EZH2	ELOC	__Rbms1	__Kif5b
2020	__Evl	__Saraf	RRP7A	__Rer1	ATRX
